,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Бројнаспратови,Греење,Дворнаповршина,Типнадомот,Состојба,Опрема,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Годинанаградба,Годинанареновирање,Адреса
138,65000€,42.00877,21.45126,35,87m²,Високоприземје,Дрва,500m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,1Балкон,1,Да,1Гаража,Југоисток,1975,1975,Маџари
139,По договор,42.0287593057528,21.5132308203743,6,180m²,2спрата,Дрва,700m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,3Балкони,2,Да,Повеќеод4паркингместа,Југ,1975,2016,stajkovci
140,1€,41.924335,22.404964,5,80m²,2спрата,Дрва,311m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,2Балкони,2,Да,Нема,Исток,,,14бригадабр131
141,1€,42.132926,21.715878,4,400m²,3спрата,Нема,500m²,,,,,,,,,,,
142,1€,42.0293733573057,21.548821491109,9,300m²,2спрата,Струја,500m²,Мултисемејнакуќа,Нова,Наместен,3Балкони,3,Да,4Паркингместа,Исток,1997,,sBrnjarci
143,По договор,41.031728,21.329358,10,237m²,2спрата,Струја,150m²,Дуплекс-Лепенакуќа,Реновирана,Полунаместен,Тераса+2Балкони,3,Да,1Гаража,Исток,1965,,Romanija
144,245000€,41.9870695865131,21.4519291484375,10,270m²,3спрата,Централно,135m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,4Балкони,2,Да,Гаража+2Паркингместа,Југоисток,1973,1991,улОслобр2
145,По договор,41.924335,22.404964,4,100m²,2спрата,Дрва,100m²,Вила,Нова,Наместен,Нема,1,Не,3Паркингместа,Исток,,,PonikvaOsogovo
146,1€,42.009423,20.971549,1,193m²,3спрата,Нема,20m²,Останато,Стара,Празен,1Балкон,2,Да,1Паркинг,Југозапад,,,Tetovo
147,140000€,42.009423,20.971549,5,100m²,2спрата,Нема,402m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,1,Да,1Паркинг,Запад,,,
148,79000€,42.0103643760297,21.5125860269165,8,144m²,1спрат,Централно,285m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,2Балкони,2,Да,Гаража+1Паркинг,Север,1968,,УлицаКатлановска(869)НаселбаЧенто
149,24000€,41.4821556981084,22.0915054313493,35,64m²,2спрата,Нема,45m²,Останато,Реновирана,Полунаместен,1Балкон,2,Не,Нема,Југ,,,XristoBotev
150,190000€,41.1320199549434,20.8044723882996,12,350m²,2спрата,Друго,450m²,Еднасемејнакуќа-Самостојна,Нова,Луксузен,4Балкони,3,Не,Гаража+3Паркингместа,Југозапад,2019,,Ohrid
151,26500€,41.111733,20.798579,7,320m²,2спрата,Дрва,320m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,1Балкон,2,Да,Повеќеод4паркингместа,Југ,1963,,MagistralenpatOhrid-BitolaKosel
152,1€,41.949632,21.502494,10,480m²,3спрата,Централно,350m²,Мултисемејнакуќа,Нова,Наместен,Тераса+Повеќеод5балкони,Повеќеод4,Да,3Паркингместа,Југоисток,2015,,NovoLisiceposledna515
153,По договор,42.009423,20.971549,12,420m²,3спрата,Дрва,510m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,4Балкони,3,Да,2Паркингместа,Запад,1990,,ul159/1
154,310000€,42.00877,21.45126,4,300m²,2спрата,Струја,100m²,Дуплекс-Лепенакуќа,Реновирана,Полунаместен,4Балкони,3,Да,2Паркингместа,Североисток,1976,2019,Zelezara
155,17000€,41.031728,21.329358,4,100m²,2спрата,Нема,100m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Тераса,1,Да,1Паркинг,Исток,,,Мукос158аБитола
156,80000€,42.013646,21.32586,5,200m²,2спрата,Друго,567m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,1Тераса,2,Да,Гаража+1Паркинг,Запад,1987,2019,Ul102br44
157,1€,41.111733,20.798579,8,400m²,2спрата,Дрва,100m²,Двo-семејнакуќа,Реновирана,Полунаместен,3Балкони,4,Да,3Паркингместа,Исток,,,UlAkeksandarGusobr22
158,1€,42.009423,20.971549,10,240m²,2спрата,Струја,33m²,Двo-семејнакуќа,Реновирана,Празен,1Тераса,2,Не,2Паркингместа,Исток,,,Tetovo
159,135000€,41.993825,21.436139,5,180m²,Приземје,Струја,350m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,2,Да,1Паркинг,Исток,,,Avrampisevski
160,По договор,41.7714592882924,21.7788002433714,6,250m²,3спрата,Дрва,120m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,2Балкони,1,Да,2Паркингместа,Исток,,,sOtovica
161,79799€,42.13227491586,21.7196196815758,7,260m²,2спрата,Нема,250m²,Двo-семејнакуќа,Стара,Полунаместен,3Балкони,3,Да,2Паркингместа,Југ,0000,2000,ulDDindic
162,167000€,41.346182,21.553379,6,200m²,2спрата,Нема,300m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,2Балкони,1,Да,3Паркингместа,Југоисток,1960,1985,KrumeVolnaroski
163,171000€,41.3465833893222,21.5538618770095,7,200m²,2спрата,Дрва,350m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,2Балкони,1,Да,2Паркингместа,Југ,1950,1988,KRUMEVOLNAROSKI
164,130000€,41.715954,21.770997,10,380m²,2спрата,Нема,450m²,Вила,Нова,Празен,Тераса+3Балкони,2,Да,2Паркингместа,Северозапад,2012,,езероМладост
165,15000€,41.346182,21.553379,3,64m²,2спрата,Нема,73m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Тераса,1,Не,1Паркинг,Исток,,,KuzmanJosifovskipitu
166,180000€,41.9870695865131,21.4519291484375,6,184m²,2спрата,Друго,270m²,Двo-семејнакуќа,Нова,Наместен,Тераса+2Балкони,2,Не,Повеќеод4паркингместа,Север,2011,,Сопиштеул24бр99
167,130000€,41.9870695865131,21.4519291484375,7,260m²,1спрат,Струја,100m²,Останато,Нова,Наместен,2Балкони,3,Да,Повеќеод4паркингместа,Југозапад,2019,0000,Dodelfina
168,1МКД,41.9870695865131,21.4519291484375,15,400m²,3спрата,Друго,650m²,Мултисемејнакуќа,Нова,Полунаместен,Тераса+3Балкони,Повеќеод4,Да,4Паркингместа,Југоисток,2013,,Butelska33br6
169,1€,41.438304,22.004864,2,75m²,1спрат,Дрва,1000m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,1Балкон,1,Да,Нема,Исток,2000,2010,сЧемерско
170,130000€,41.801881,20.913259,3,1260m²,1спрат,Нема,1260m²,Дуплекс-Лепенакуќа,Стара,Празен,2Балкони,1,Да,Нема,Југ,1960,1980,Железничка
171,1€,42.009423,20.971549,4,370m²,4спрата,Дрва,170m²,Мултисемејнакуќа,Нова,Полунаместен,4Балкони,3,Да,Повеќеод4паркингместа,Исток,1,1,Ul154br11
172,200000€,42.0236434671637,21.3512845521301,7,223m²,2спрата,Централно,400m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,1Тераса,2,Не,3Паркингместа,Исток,2002,2012,УлПеклање5бр26ДамеГруев-ЃорчеПетров
173,38000€,41.031728,21.329358,35,70m²,1спрат,Струја,7m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Балкон,1,Да,1Паркинг,Запад,2005,2020,ulOhridskakajMarbis_MarketNeapol_
174,79000€,41.9870695865131,21.4519291484375,3,83m²,Приземје,Струја,130m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Тераса,1,Да,1Паркинг,Југоисток,1980,2018,MiteBogoevski7/2NasLisice
175,1€,41.9771961437119,21.4294522368927,9,300m²,3спрата,Централно,500m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,3Балкони,4,Да,2Паркингместа,Североисток,2019,,ПандоКљашев96
176,99000€,42.00877,21.45126,4,100m²,Приземје,Друго,1116m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,1Балкон,1,Да,1Гаража,Исток,1980,2018,Nasdrma
177,32000€,41.346182,21.553379,5,140m²,Приземје,Дрва,160m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,1,Да,1Паркинг,Југоисток,,,UlKrumeSpirkoskibr7
178,По договор,41.978187,21.427388,5,460m²,2спрата,Струја,460m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,2Балкони,2,Не,Повеќеод4паркингместа,Југозапад,2021,2002,Morani
179,1€,42.132926,21.715878,4,122m²,Приземје,Струја,482m²,Двo-семејнакуќа,Реновирана,Наместен,1Балкон,1,Да,Гаража+Повеќеод4паркингместа,Југ,1975,2010,JOSKOILIEVSKI22
180,По договор,40.9456983864109,20.9019261968041,4,100m²,Приземје,Друго,280m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,Нема,1,Да,Повеќеод4паркингместа,Исток,,,Стење
181,По договор,41.438304,22.004864,5,180m²,2спрата,Дрва,300m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,1Балкон,1,Да,Нема,Југоисток,,,Бегниште
182,129999€,41.9572291633902,21.4405464319941,5,200m²,2спрата,Нема,211m²,Еднасемејнакуќа-Самостојна,Нова,Празен,3Балкони,2,Да,1Паркинг,Североисток,2008,,УлХристоТатарчев27бр123А
183,19500€,41.028866405372,21.3526153564453,3,64m²,Приземје,Дрва,80m²,Останато,Стара,Полунаместен,1Балкон,1,Не,1Паркинг,Југ,,,negotino7a
184,200000€,42.009423,20.971549,4,210m²,2спрата,Друго,80m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,2,Да,1Паркинг,Исток,,,
185,89500€,42.009423,20.971549,3,187m²,2спрата,Струја,87m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,2Балкони,1,Не,1Паркинг,Југоисток,,,Potokgorendel
186,80000€,42.1331040314987,21.7344379677687,4,71m²,Високоприземје,Дрва,305m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,2Балкони,2,Да,Гаража+Повеќеод4паркингместа,Југ,1988,,ЃорчеПетров330
