,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Бројнаспратови,Греење,Дворнаповршина,Типнадомот,Состојба,Опрема,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Годинанаградба,Адреса,Годинанареновирање
1155,10€,41.4085,22.239783,3,75m²,Приземје,Дрва,3500m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Не,2Паркингместа,Југ,1974,Partizanska53DemirKapija,
1156,295000€,41.9870695865131,21.4519291484375,45,220m²,4спрата,Централно,220m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,2,Да,Повеќеод4паркингместа,Исток,1970,debarmalo,1970
1157,По договор,41.991502,21.39781,2,70m²,Приземје,Друго,322m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,1,Не,1Паркинг,Југоисток,,,
1158,1€,40.9810264994276,21.3586782325701,3,70m²,2спрата,Струја,800m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,Повеќеод4паркингместа,Запад,1960,SBISTRICAMESTOCRKVISTE,1974
1159,60000€,41.9870695865131,21.4519291484375,4,110m²,1спрат,Дрва,200m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,1Балкон,1,Не,Гаража+2Паркингместа,Југоисток,1980,ulSavaMihajlov2br5nasCento,1999
1160,128000€,41.931839,21.502835,3,147m²,2спрата,Друго,90m²,Еднасемејнакуќа-Самостојна,Нова,Празен,3Балкони,3,Не,2Паркингместа,Североисток,,,
1161,114000€,41.031728,21.329358,6,160m²,3спрата,Дрва,34m²,Еднасемејнакуќа-Самостојна,Нова,Празен,Тераса+1Балкон,3,Да,Нема,Северозапад,1990,CarSamoil17,
1162,120000€,41.111733,20.798579,5,170m²,2спрата,Друго,100m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,4Балкони,2,Да,1Паркинг,Југоисток,,ohrid,
1163,37000€,41.031728,21.329358,35,62m²,Приземје,Струја,20m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,2,Да,Нема,Југ,1983,Treskavecbr5Bitola,2020
1164,170000€,41.111733,20.798579,5,120m²,1спрат,Нема,7000m²,Еднасемејнакуќа-Самостојна,Воградба,Празен,1Балкон,1,Да,1Паркинг,Југ,,Crnogorci,
1165,120000€,41.944583,21.395116,6,140m²,2спрата,Друго,400m²,Двo-семејнакуќа,Нова,Празен,2Балкони,4,Да,2Паркингместа,Исток,2009,Сопиште,2021
1166,По договор,42.015573721092,21.4555515344238,2,70m²,Приземје,Централно,401m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,1,Не,Гаража+1Паркинг,Југоисток,,,
1167,17000€,41.440569,22.639528,5,70m²,1спрат,Дрва,500m²,Вила,Нова,Полунаместен,1Балкон,1,Не,3Паркингместа,Исток,2021,BranaVodoca,2021
1168,70000€,41.111733,20.798579,4,65m²,2спрата,Друго,105m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,1Балкон,2,Не,1Паркинг,Југоисток,,,
1169,140000€,41.111733,20.798579,5,115m²,1спрат,Друго,295m²,Мултисемејнакуќа,Реновирана,Наместен,1Тераса,1,Да,1Паркинг,Југоисток,,,
1170,125000€,41.031728,21.329358,8,300m²,2спрата,Дрва,399m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,3Балкони,4,Да,Гаража+1Паркинг,Југоисток,,,
1171,69000€,41.0274419149358,21.3639450073242,6,165m²,2спрата,Дрва,,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,1,Да,1Паркинг,Југоисток,,VlatkoMilenkoski29,
1172,75000€,41.031728,21.329358,6,150m²,2спрата,Централно,120m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,Тераса+1Балкон,2,Да,1Паркинг,Југ,,,
1173,1€,41.931839,21.502835,6,130m²,2спрата,Друго,120m²,,,,,,,,,,,
1174,180000€,42.052075,21.450415,6,200m²,2спрата,Друго,400m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,4Балкони,2,Да,2Паркингместа,Североисток,,,
1175,170000€,41.9870695865131,21.4519291484375,7,300m²,3спрата,Друго,350m²,Двo-семејнакуќа,Нова,Празен,4Балкони,3,Да,4Паркингместа,Југозапад,2010,BUTEL1,
1176,123456€,41.440569,22.639528,5,150m²,1спрат,Нема,1m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,Нема,Запад,19,MarsalTitobr20Strumica,19
