,Цена,Латитуда,Лонгитуда,Марка,Модел,Година,Гориво,Менувач,Каросерија,Боја,Регистрација,Регистриранадо,Силанамоторот,Kласанаемисија,Километри
4814,2400€,41.031728,21.329358,Audi,A4,1999,Дизел,Рачен,Седани,Зелена,Македонска,122019,66kw/90ks,,200000
4815,1€,42.009423,20.971549,Ford,Mondeo,2005,Бензин,Рачен,Каравани,Црна,Странска,012018,111kw/151ks,Еуро4,120000
4816,4000€,42.009423,20.971549,VWVolkswagen,Golf,2004,Дизел,Рачен,,Црна,Македонска,022020,77kw/105ks,Останато,200000
4817,1000€,42.132926,21.715878,Seat,Ibiza,1995,Бензин,Рачен,Хеџбек,Црвена,Македонска,022020,44kw/60ks,Останато,200000
4818,1€,41.9870695865131,21.4519291484375,Audi,A6,2005,Дизел,Автоматски,Седани,Црна,Македонска,072021,165kw/224ks,Еуро4,250000
4819,200МКД,41.966811,22.781396,BMW,530,2000,Дизел,Рачен,Седани,Црна,Македонска,012020,1kw/1ks,,
4820,1€,41.9870695865131,21.4519291484375,Chevrolet,Cruze,2012,Дизел,Рачен,Седани,Црна,Македонска,022021,120kw/163ks,Еуро5,200000
4821,1€,41.9870695865131,21.4519291484375,Mercedes-Benz,A170,2000,Дизел,Рачен,Maлиградски,Црвена,Македонска,112020,60kw/82ks,Еуро2,180000
4822,1€,41.9870695865131,21.4519291484375,Fiat,Punto,2008,Бензин,Рачен,Maлиградски,Златна,Македонска,012020,1kw/1ks,Еуро4,130000
4823,6900€,42.205478,22.333429,Toyota,RAV4,2007,Дизел,Рачен,Теренци-SUV,Сива,Македонска,092019,130kw/177ks,,130000
4824,2000€,41.0290073237337,21.3203724742815,Peugeot,Partner,1998,Дизел,Рачен,Моноволумен,Бела,Македонска,072020,55kw/75ks,Останато,140000
4825,6000€,41.635743,22.470056,Peugeot,208,2013,Дизел,Рачен,Хеџбек,Сина,Македонска,012020,68kw/92ks,Еуро5,200000
4826,7300€,41.9870695865131,21.4519291484375,Seat,Exeo,2009,Дизел,Рачен,Седани,Сина,Македонска,052020,105kw/143ks,Еуро5,180000
4827,12500€,41.9870695865131,21.4519291484375,VWVolkswagen,CC,2009,Дизел,Рачен,Седани,Сива,Македонска,032019,125kw/170ks,,200000
4828,1000€,41.9870695865131,21.4519291484375,AlfaRomeo,Другмодел,2000,Бензин/Плин,Рачен,Останато,Сина,Македонска,082020,40kw/54ks,Останато,200000
4829,По договор,41.9870695865131,21.4519291484375,BMW,X5,2013,Дизел,Автоматски,Теренци-SUV,Црна,Македонска,092020,190kw/258ks,Еуро5,200000
4830,7100€,41.9870695865131,21.4519291484375,Renault,Megane,2009,Дизел,Рачен,Хеџбек,Црна,Македонска,032021,66kw/90ks,Еуро4,160000
4831,3000€,41.346182,21.553379,Renault,Megane,2005,Дизел,Рачен,Хеџбек,Сива,Македонска,012021,88kw/120ks,Еуро3,190000
4832,6400€,41.9870695865131,21.4519291484375,Lancia,Delta,2008,Дизел,Рачен,Хеџбек,Златна,Македонска,012019,140kw/190ks,Еуро4,150000
4833,1€,41.9870695865131,21.4519291484375,Audi,A4,2009,Дизел,Рачен,Седани,Црна,Македонска,022021,140kw/190ks,Еуро4,250000
4834,7000€,41.14712,22.507161,Volvo,XC90,2005,Бензин,Автоматски,Теренци-SUV,Бела,Македонска,052020,154kw/209ks,Останато,250000
4835,По договор,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2004,Дизел,Рачен,Хеџбек,Бела,Македонска,032021,140kw/190ks,Еуро5,200000
4836,По договор,41.346182,21.553379,Audi,A4,2011,Дизел,Рачен,Седани,Црна,Македонска,062019,105kw/143ks,,140000
4837,По договор,41.346182,21.553379,Audi,A4,2002,Дизел,Рачен,Седани,Црна,Македонска,062019,96kw/131ks,,190000
4838,29000€,41.9870695865131,21.4519291484375,Mercedes-Benz,SLK250,2012,Бензин,Автоматски,Кабриолети,Златна,Македонска,062020,150kw/204ks,Еуро5,50000
4839,8000€,41.9870695865131,21.4519291484375,Jeep,Patriot,2007,Дизел,Рачен,Теренци-SUV,Црна,Македонска,032021,103kw/140ks,Еуро4,190000
4840,1500€,41.9870695865131,21.4519291484375,Daewoo,Matiz,2000,Бензин/Плин,Рачен,Maлиградски,Црвена,Македонска,012021,48kw/65ks,Еуро2,140000
4841,4300€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2005,Дизел,Рачен,Останато,Сина,Македонска,122021,140kw/190ks,Останато,190000
4842,2600€,41.9870695865131,21.4519291484375,BMW,320,1999,Дизел,Рачен,Седани,Сива,Македонска,112020,136kw/185ks,Еуро3,190000
4843,1800€,41.9065989208153,22.3092616566903,Ford,Focus,2002,Дизел,Рачен,Хеџбек,Црна,Македонска,102020,66kw/90ks,Останато,250000
4844,По договор,42.205478,22.333429,Opel,Vectra,1998,Бензин/Плин,Рачен,Седани,Сина,Македонска,102020,74kw/101ks,Еуро3,190000
4845,700€,41.173346,20.677493,VWVolkswagen,Polo,1995,Бензин,Рачен,Maлиградски,Црвена,Македонска,062020,44kw/60ks,Останато,190000
4846,4200€,42.013646,21.32586,VWVolkswagen,Golf,2005,Дизел,Рачен,Хеџбек,Сива,Македонска,102020,77kw/105ks,Еуро4,250000
4847,2100€,41.346182,21.553379,Ford,Focus,1999,Бензин/Плин,Рачен,Каравани,Зелена,Македонска,052020,75kw/102ks,Еуро3,180000
4848,2600€,41.484224,22.089622,Audi,A6,1998,Дизел,Рачен,Седани,Црна,Македонска,012018,110kw/150ks,Останато,200000
4849,1600€,42.132926,21.715878,Mercedes-Benz,E300,1993,Дизел,Рачен,Седани,Сива,Македонска,092019,93kw/126ks,,200000
4850,5€,41.993825,21.436139,Renault,R5,1991,Бензин/Плин,Рачен,Maлиградски,Сива,Македонска,082019,33kw/45ks,Еуро2,140000
4851,3100€,41.931839,21.502835,Renault,Clio,2008,Бензин/Плин,Рачен,Maлиградски,Сина,Македонска,082020,44kw/60ks,,150000
4852,1€,42.0249570671012,21.4304316043854,Audi,A5,2010,Дизел,Автоматски,Седани,Сива,Македонска,072020,176kw/239ks,Еуро5,200000
4853,1800€,41.9870695865131,21.4519291484375,Smart,ForTwo,2000,Дизел,Полуавтоматски,Maлиградски,,Македонска,082020,800kw/1088ks,Останато,190000
4854,2700€,41.745515,22.19396,Opel,Astra,2004,Дизел,Рачен,Хеџбек,Црна,Македонска,012018,74kw/101ks,,170000
4855,750€,41.9870695865131,21.4519291484375,Skoda,Felicia,1996,Бензин/Плин,Рачен,Хеџбек,Бела,Македонска,082019,43kw/58ks,Еуро1,200000
4856,10500€,41.438304,22.004864,Audi,A6,2008,Дизел,Рачен,Седани,Сина,Македонска,112020,195kw/265ks,Еуро4,300000
4857,3500€,41.978187,21.427388,BMW,320,2003,Дизел,Рачен,Моноволумен,Црна,Македонска,072020,110kw/150ks,Еуро4,250000
4858,По договор,41.346182,21.553379,Citroen,C4,2007,Дизел,Рачен,Хеџбек,Сива,Странска,032020,81kw/110ks,Еуро4,140000
4859,1650€,41.438304,22.004864,Fiat,Punto,2000,Бензин,Рачен,Хеџбек,Црна,Македонска,082020,65kw/88ks,Еуро3,
4860,350€,41.715954,21.770997,Други,,1988,Бензин,Рачен,Maлиградски,Златна,Македонска,042018,35kw/48ks,Еуро1,60000
4861,3300€,41.9870695865131,21.4519291484375,VWVolkswagen,Sharan,2001,Дизел,Рачен,Моноволумен,Црвена,Македонска,112020,80kw/109ks,Еуро3,150000
4862,750€,41.715954,21.770997,Skoda,Favorit,1994,Бензин/Плин,Рачен,Maлиградски,Бела,Македонска,022021,45kw/61ks,Еуро3,130000
4863,10€,41.514916,21.218902,Fiat,Uno,1992,Бензин,Рачен,Maлиградски,Зелена,Македонска,072018,37kw/50ks,,160000
4864,4599€,41.346182,21.553379,VWVolkswagen,Golf,2006,Дизел,Рачен,Хеџбек,Црна,Македонска,122020,66kw/90ks,Еуро4,200000
4865,1€,41.440569,22.639528,VWVolkswagen,Passat,2002,Дизел,Рачен,Каравани,Сина,Странска,012020,74kw/101ks,,190000
4866,1€,41.440569,22.639528,Seat,Toledo,2001,Дизел,Рачен,Останато,Бела,Странска,012020,0kw/0ks,,190000
4867,По договор,41.949632,21.502494,VWVolkswagen,Golf,2008,Дизел,Рачен,Хеџбек,Сива,Македонска,012021,77kw/105ks,Еуро4,190000
4868,2600€,42.132926,21.715878,Audi,A3,2002,Дизел,Рачен,Хеџбек,Црна,Македонска,072020,96kw/131ks,Еуро3,250000
4869,3000€,41.635743,22.470056,Seat,Alhambra,2001,Дизел,Рачен,Моноволумен,Сива,Македонска,022020,85kw/116ks,Останато,250000
4870,3500€,41.515718,21.949554,Mazda,3,2005,Бензин,Рачен,Хеџбек,Сива,Македонска,092020,65kw/88ks,Еуро4,150000
4871,4990€,41.9766368332353,21.4828016114066,Mercedes-Benz,E220,2002,Дизел,Автоматски,Седани,Црна,Македонска,022020,110kw/150ks,Еуро5,190000
4872,600€,42.132926,21.715878,Ford,Escort,1992,Дизел,Рачен,Седани,Црвена,Македонска,032021,44kw/60ks,Еуро2,150000
4873,3000€,42.132926,21.715878,Ford,Transit,2006,Дизел,Рачен,Моноволумен,Бела,Македонска,082020,66kw/90ks,Еуро4,200000
4874,40€,41.346182,21.553379,VWVolkswagen,Sharan,2006,Бензин,Рачен,Моноволумен,Црна,Македонска,102020,81kw/110ks,Еуро4,80000
4875,2200€,41.9870695865131,21.4519291484375,Renault,Laguna,2004,Дизел,Рачен,Хеџбек,Сива,Македонска,072020,88kw/120ks,Еуро4,250000
4876,88€,41.516028,20.533415,BMW,320,2002,Дизел,Рачен,Каравани,Сива,Македонска,012021,110kw/150ks,Еуро3,200000
4877,2€,41.9956178897796,21.4852046334763,Mercedes-Benz,ML350,2012,Дизел,Автоматски,Теренци-SUV,,Македонска,082019,225kw/306ks,,180000
4878,1€,41.173346,20.677493,Ford,Sierra,1992,Бензин,Рачен,Каравани,Сина,Македонска,022020,84kw/114ks,Еуро3,
4879,1€,41.9870695865131,21.4519291484375,Audi,Q7,2008,Дизел,Автоматски,Теренци-SUV,Црна,Македонска,022020,176kw/239ks,,180000
4880,450€,42.132926,21.715878,Hyundai,Coupe,1991,Бензин,Рачен,,Црвена,Македонска,032020,62kw/84ks,Еуро1,100000
4881,4700€,41.346182,21.553379,Peugeot,407,2006,Дизел,Автоматски,Каравани,Црна,Македонска,042020,150kw/204ks,Еуро4,200000
4882,4€,41.9870695865131,21.4519291484375,Mercedes-Benz,CL500,2011,Бензин,Автоматски,Купеа,Сина,Македонска,022020,320kw/435ks,,120000
4883,3€,41.4827871014634,22.6227341930978,Audi,A6,2001,Дизел,Рачен,Седани,Црна,Македонска,032020,130kw/177ks,Еуро3,300000
4884,5€,42.132926,21.715878,Opel,Astra,1999,Дизел,Рачен,Каравани,Сива,Македонска,022021,75kw/102ks,Еуро3,130000
4885,11000€,42.009423,20.971549,Audi,A4,2009,Дизел,Рачен,Седани,Сива,Македонска,032020,88kw/120ks,Еуро5,170000
4886,По договор,41.9870695865131,21.4519291484375,Peugeot,205,1995,Дизел,Рачен,Maлиградски,Црвена,Македонска,082020,47kw/64ks,Останато,160000
4887,3000€,41.090247,21.016781,Renault,Megane,2003,Дизел,Рачен,Хеџбек,Сива,Македонска,092020,88kw/120ks,Еуро4,200000
4888,1300€,41.9870695865131,21.4519291484375,AlfaRomeo,Alfa156,1999,Бензин/Плин,Рачен,Останато,Сива,Македонска,112020,106kw/144ks,Останато,300000
4889,1€,41.031728,21.329358,VWVolkswagen,Golf,2000,Бензин,Рачен,Хеџбек,Црна,Македонска,052019,74kw/101ks,,25000
4890,1€,41.9870695865131,21.4519291484375,Peugeot,407,2005,Дизел,Рачен,Каравани,Црна,Македонска,092018,100kw/136ks,,180000
4891,4999€,41.51282,20.96083,Mazda,Tribute,2005,Бензин/Плин,Рачен,Теренци-SUV,Црна,Македонска,092020,110kw/150ks,Еуро5,100000
4892,2900€,41.745515,22.19396,Audi,A3,1997,Бензин/Плин,Рачен,Хеџбек,Сина,Македонска,032021,110kw/150ks,Еуро3,200000
4893,2600€,41.924335,22.404964,Peugeot,307,2006,Дизел,Рачен,Седани,Сива,Македонска,062019,80kw/109ks,,190000
4894,3000МКД,41.031728,21.329358,VWVolkswagen,Golf,2000,Бензин,Рачен,Maлиградски,Црна,Странска,022020,55kw/75ks,,30000
4895,1€,41.745515,22.19396,Hyundai,Tucson,2006,Дизел,Рачен,Теренци-SUV,Црна,Македонска,082020,103kw/140ks,Еуро4,190000
4896,2200€,41.931839,21.502835,Lancia,Phedra,2004,Дизел,Рачен,Моноволумен,Сива,Македонска,062020,87kw/118ks,Еуро4,200000
4897,7500€,41.9870695865131,21.4519291484375,Mazda,6,2009,Дизел,Рачен,Седани,Сива,Македонска,042020,103kw/140ks,Еуро4,150000
4898,По договор,41.9870695865131,21.4519291484375,BMW,525,2000,Дизел,Рачен,Каравани,Сина,Македонска,012019,190kw/258ks,Останато,
4899,2650€,42.132926,21.715878,Renault,Megane,2003,Дизел,Рачен,Хеџбек,Сива,Македонска,022021,88kw/120ks,Еуро4,200000
4900,999€,41.9870695865131,21.4519291484375,BMW,520,2011,Дизел,Автоматски,Седани,Црна,Странска,122020,135kw/184ks,,130000
4901,1€,42.00877,21.45126,Audi,A2,2005,Дизел,Рачен,Хеџбек,Црна,Македонска,022021,55kw/75ks,Еуро4,170000
4902,1€,42.00877,21.45126,VWVolkswagen,Golf,2008,Дизел,Рачен,Хеџбек,Црна,Македонска,012020,105kw/143ks,,55000
4903,2000€,41.635743,22.470056,Audi,A3,2000,Дизел,Рачен,Седани,Црна,Македонска,112020,81kw/110ks,Еуро3,250000
4904,4900€,42.132926,21.715878,BMW,120,2005,Дизел,Рачен,Хеџбек,Сина,Македонска,102020,163kw/222ks,,160000
4905,По договор,41.438304,22.004864,Renault,Clio,2002,Дизел,Рачен,Maлиградски,Црна,Македонска,,,,15000
4906,7490€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2009,Дизел,Рачен,Хеџбек,Црна,Македонска,102020,77kw/105ks,Еуро5,170000
4907,1€,41.221826,21.207874,Audi,A4,1996,Дизел,Рачен,Седани,Црна,Македонска,082020,66kw/90ks,Еуро2,190000
4908,5899МКД,41.090247,21.016781,VWVolkswagen,Golf,2020,Дизел,Рачен,Хеџбек,Бела,Македонска,042020,55kw/75ks,Еуро4,5000
4909,2950€,41.989867,21.581912,Audi,A6,2000,Дизел,Рачен,Седани,Сива,Македонска,052020,81kw/110ks,Еуро3,250000
