,price,make,model,year,fuel,distance_in_km,transmission,type,color,registration,registered_till,HP,standard,KW
1931,По договор,Audi,A4,2008,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,12022,143,Еуро4,105
1963,По договор,BMW,X3,2007,Дизел,200000,Рачен,Теренци-SUV,Сива,Македонска,12021,150,Еуро4,110
1968,По договор,VWVolkswagen,Golf,2004,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,72022,105,Еуро4,77
1974,По договор,Audi,A4,2008,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,12022,143,Еуро4,105
1977,По договор,BMW,520,2007,Дизел,250000,Автоматски,Седани,Сива,Македонска,102022,163,Еуро4,120
1985,По договор,Audi,A3,2008,Дизел,200000,Рачен,Хеџбек,Сина,Македонска,12022,105,Еуро4,77
1993,По договор,VWVolkswagen,Touran,2013,Дизел,190000,Рачен,Моноволумен,Сива,Македонска,112022,105,Еуро5,77
1996,По договор,VWVolkswagen,Golf,2011,Дизел,200000,Рачен,Седани,Сива,Македонска,122022,105,Еуро5,77
1997,По договор,VWVolkswagen,Golf,2008,Дизел,200000,Рачен,Седани,Сива,Македонска,112022,105,Еуро4,77
1998,По договор,VWVolkswagen,Passat,2012,Дизел,200000,Рачен,Седани,Бела,Македонска,112022,143,Еуро5,105
2001,По договор,Mercedes-Benz,C200,2009,Дизел,200000,Рачен,Седани,Сива,Македонска,12023,136,Останато,100
2021,По договор,VWVolkswagen,Tiguan,2012,Дизел,200000,Рачен,Теренци-SUV,Златна,Македонска,112022,109,Еуро5,80
2026,По договор,Seat,Altea,2008,Дизел,160000,Рачен,Хеџбек,Сива,Македонска,122022,105,Останато,77
2030,По договор,Mercedes-Benz,C220,2011,Дизел,200000,Рачен,Седани,Црвена,Македонска,12023,170,Еуро5,125
2057,По договор,Seat,Ibiza,2006,Дизел,200000,Рачен,Maлиградски,Сива,Македонска,12023,69,Еуро4,51
2058,По договор,VWVolkswagen,Golf,2012,Дизел,200000,Рачен,Maлиградски,Црна,Македонска,122022,105,Еуро5,77
2062,По договор,Mercedes-Benz,ML320,2007,Дизел,190000,Автоматски,Теренци-SUV,Златна,Македонска,22022,224,Еуро4,165
2076,По договор,VWVolkswagen,Golf,2010,Дизел,190000,Рачен,Хеџбек,Бела,Македонска,12021,105,Еуро5,77
2097,По договор,Fiat,Multipla,2000,Дизел,190000,Рачен,Моноволумен,Златна,Македонска,42022,105,Еуро4,77
2102,По договор,Mercedes-Benz,CLS320,2006,Дизел,200000,Автоматски,Седани,Сива,Македонска,82022,224,Останато,165
2112,По договор,Nissan,Qashqai,2008,Дизел,170000,Рачен,Теренци-SUV,Сива,Странска,12021,106,Еуро4,78
2113,По договор,Nissan,Juke,2011,Дизел,150000,Рачен,Теренци-SUV,Црна,Странска,12021,109,Еуро5,80
2116,По договор,Fiat,GrandePunto,2005,Бензин,170000,Рачен,Maлиградски,Сива,Странска,12020,68,Еуро4,50
2117,По договор,Skoda,Superb,2011,Дизел,200000,Автоматски,Каравани,Црна,Македонска,112022,140,Еуро5,103
2153,По договор,Ford,EcoSport,2015,Бензин,100000,Рачен,Теренци-SUV,Сина,Македонска,12022,125,Еуро6,92
2154,По договор,Honda,Civic,2014,Дизел,130000,Рачен,Хеџбек,Бела,Македонска,102022,150,Еуро6,110
2159,По договор,Audi,A6,2013,Дизел,130000,Автоматски,Каравани,Црна,Македонска,112022,245,Еуро6,180
2165,По договор,Peugeot,3008,2012,Дизел,150000,Автоматски,Теренци-SUV,Бела,Македонска,22022,163,Еуро5,120
2169,По договор,Audi,A4,2008,Дизел,250000,Автоматски,Каравани,Сива,Македонска,112022,140,Еуро4,103
2196,По договор,Renault,Clio,2009,Дизел,200000,Рачен,Maлиградски,Сива,Македонска,72022,68,Еуро4,50
2204,По договор,Ford,Focus,2015,Дизел,95000,Рачен,Хеџбек,Црна,Македонска,82022,95,Еуро5,70
2227,По договор,BMW,X3,2006,Дизел,300000,Автоматски,Теренци-SUV,Сина,Македонска,1011625,1,Останато,1
2244,По договор,Opel,Astra,2008,Дизел,250000,Рачен,Хеџбек,Црна,Македонска,12022,125,Еуро5,92
2246,По договор,Audi,A4,2012,Дизел,250000,Рачен,Хеџбек,Црна,Македонска,12022,105,Еуро5,77
2255,По договор,VWVolkswagen,Golf,2015,Дизел,180000,Рачен,Хеџбек,Златна,Македонска,22023,150,Еуро6,110
2312,По договор,Audi,A3,2006,Дизел,190000,Рачен,Maлиградски,Жолта,Македонска,112022,105,Еуро4,77
2334,По договор,Mercedes-Benz,GL320,2008,Дизел,200000,Автоматски,Теренци-SUV,Црна,Македонска,72021,224,Еуро5,165
2335,По договор,BMW,525,2005,Дизел,200000,Автоматски,Седани,Сива,Македонска,52022,163,Останато,120
2337,По договор,VWVolkswagen,Golf,2013,Дизел,190000,Рачен,Хеџбек,Бела,Македонска,12023,105,Еуро5,77
2339,По договор,BMW,320,2007,Дизел,200000,Рачен,Седани,Црна,Македонска,72022,208,Еуро4,153
2346,По договор,Skoda,Fabia,2009,Бензин,140000,Рачен,Maлиградски,Сина,Македонска,122021,69,Еуро4,51
2375,По договор,BMW,530,2004,Дизел,300000,Автоматски,Седани,Црна,Македонска,82022,0,Останато,0
2381,По договор,Mercedes-Benz,CLC220,2010,Дизел,180000,Автоматски,Седани,Сива,Македонска,32021,150,Еуро5,110
2382,По договор,Opel,Corsa,2007,Бензин,140000,Рачен,Maлиградски,Сива,Македонска,112021,80,Еуро4,59
2384,По договор,Honda,Civic,2007,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,12021,141,Еуро4,104
2389,По договор,Honda,Civic,2006,Бензин,200000,Рачен,Хеџбек,Сива,Македонска,12021,83,Еуро4,61
2392,По договор,Lada,112,2001,Бензин,95000,Рачен,Останато,Сива,Македонска,42022,90,Останато,66
2401,По договор,Fiat,Seicento,1999,Бензин,170000,Рачен,Maлиградски,Црна,Македонска,12021,68,Еуро3,50
2421,По договор,Audi,A3,2009,Дизел,190000,Автоматски,Хеџбек,Црна,Македонска,12023,140,Еуро5,103
2447,По договор,Mercedes-Benz,C180,2005,Бензин/Плин,250000,Рачен,Седани,Сива,Македонска,72022,143,Еуро4,105
2458,По договор,Ssangyong,Korando,2012,Дизел,130000,Рачен,Теренци-SUV,Црвена,Македонска,52022,150,Еуро5,110
2464,По договор,Mercedes-Benz,E220,1997,Дизел,350000,Автоматски,Седани,Зелена,Македонска,82020,95,Еуро2,70
2491,По договор,VWVolkswagen,Golf,2011,Дизел,200000,Автоматски,Каравани,Црна,Македонска,32022,102,Еуро5,75
2501,По договор,Toyota,RAV4,2003,Дизел,190000,Рачен,Теренци-SUV,Сива,Македонска,122021,116,Еуро4,85
2513,По договор,VWVolkswagen,Golf,2014,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,62022,110,Еуро6,81
2517,По договор,BMW,X3,2007,Дизел,200000,Рачен,Теренци-SUV,Сива,Македонска,82022,150,Еуро4,110
2519,По договор,BMW,X5,2003,Дизел,250000,Автоматски,Теренци-SUV,Црна,Македонска,122020,184,Еуро4,135
2531,По договор,Mercedes-Benz,E250,2009,Дизел,190000,Автоматски,Седани,Сива,Македонска,22022,204,Еуро5,150
2539,По договор,VWVolkswagen,Golf,2005,Бензин,170000,Рачен,Хеџбек,Црна,Македонска,12021,102,Еуро4,75
2542,По договор,Fiat,GrandePunto,2008,Бензин,150000,Рачен,Хеџбек,Сива,Македонска,12021,77,Еуро4,57
2549,По договор,BMW,530,2012,Дизел,200000,Автоматски,Седани,Црна,Македонска,122023,258,Еуро6,190
2551,По договор,Mercedes-Benz,S350,2009,Бензин,180000,Автоматски,Хеџбек,Црна,Македонска,122022,272,Останато,200
2577,По договор,Ford,Mustang,2016,Бензин,80000,Автоматски,Купеа,Црвена,Македонска,42021,320,Еуро6,235
2621,По договор,Mercedes-Benz,C200,2008,Дизел,170000,Автоматски,Седани,Сива,Македонска,112021,136,Еуро4,100
2625,По договор,BMW,120,2008,Дизел,200000,Рачен,Купеа,Сина,Македонска,92021,190,Еуро5,140
2627,По договор,Opel,Insignia,2009,Дизел,180000,Рачен,Седани,Црна,Македонска,112021,160,Еуро4,118
2629,По договор,Mercedes-Benz,B200,2005,Дизел,190000,Рачен,Моноволумен,Сина,Македонска,12022,140,Еуро4,103
2631,По договор,VWVolkswagen,Golf,2012,Дизел,200000,Рачен,Хеџбек,Бела,Македонска,12022,105,Еуро5,77
2634,По договор,Seat,Leon,2014,Дизел,170000,Рачен,Хеџбек,Сива,Македонска,122021,90,Еуро5,66
2635,По договор,Citroen,C4,2007,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,122021,90,Еуро4,66
2637,По договор,VWVolkswagen,Golf,2011,Дизел,250000,Рачен,Хеџбек,Бела,Македонска,12022,105,Еуро5,77
2638,По договор,Mini,ONE,2010,Бензин,110000,Рачен,Maлиградски,Црна,Македонска,102021,98,Еуро5,72
2639,По договор,Peugeot,208,2014,Дизел,200000,Рачен,Maлиградски,Црвена,Македонска,12022,68,Еуро5,50
2640,По договор,Suzuki,Splash,2009,Бензин,200000,Рачен,Maлиградски,Златна,Македонска,72022,65,Еуро5,48
2642,По договор,Peugeot,3008,2015,Дизел,140000,Рачен,Теренци-SUV,Зелена,Македонска,122021,116,Еуро6,85
2644,По договор,VWVolkswagen,Polo,2010,Дизел,190000,Рачен,Maлиградски,Црна,Македонска,122021,90,Еуро5,66
2645,По договор,Peugeot,308,2011,Дизел,200000,Рачен,Хеџбек,Златна,Македонска,72021,92,Еуро5,68
2647,По договор,Peugeot,207,2010,Дизел,200000,Рачен,Хеџбек,Црвена,Македонска,112021,68,Еуро5,50
2652,По договор,Fiat,GrandePunto,2007,Бензин,200000,Рачен,Maлиградски,Црна,Македонска,122022,120,Еуро4,88
2656,По договор,Honda,Jazz,2003,Бензин,190000,Рачен,Maлиградски,Црвена,Македонска,112022,83,Еуро4,61
2657,По договор,Opel,Insignia,2009,Дизел,200000,Рачен,Седани,Сива,Македонска,42022,160,Еуро5,118
2659,По договор,Audi,A3,2009,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,112021,105,Еуро4,77
